_ID;housing;marital;campaign;education;poutcome;balance;contact;y;duration;default;day;age;loan;previous;job;month;pdays
3276;yes;married;4;tertiary;unknown;2723;cellular;no;275;no;8;35;yes;0;entrepreneur;aug;-1
3277;yes;married;3;secondary;unknown;576;unknown;no;128;no;8;44;no;0;management;may;-1
3278;no;married;2;primary;failure;0;telephone;no;207;no;19;59;no;1;entrepreneur;nov;153
3279;yes;single;3;tertiary;unknown;2197;unknown;no;146;no;23;31;no;0;blue-collar;may;-1
3280;yes;married;1;unknown;unknown;104;unknown;no;22;no;5;60;no;0;blue-collar;may;-1
3281;yes;single;2;secondary;success;1279;cellular;no;239;no;18;33;no;3;technician;may;349
3282;yes;married;1;secondary;unknown;295;cellular;no;92;no;23;45;no;0;admin.;jul;-1
3283;yes;married;4;primary;unknown;2128;unknown;no;149;no;19;45;no;0;blue-collar;may;-1
3284;no;married;2;secondary;unknown;367;telephone;no;107;no;16;57;no;0;admin.;nov;-1
3285;no;married;2;tertiary;unknown;1477;cellular;no;71;no;7;36;no;0;management;aug;-1
3286;yes;single;6;primary;unknown;71;unknown;no;122;no;19;30;no;0;blue-collar;may;-1
3287;yes;single;6;secondary;other;127;cellular;no;16;no;18;30;no;1;admin.;may;368
3288;no;divorced;1;secondary;unknown;2921;telephone;no;251;no;3;59;no;0;unemployed;feb;-1
3289;no;married;3;tertiary;unknown;16264;telephone;no;215;no;17;58;no;0;management;nov;-1
3290;no;married;3;primary;unknown;1672;cellular;no;128;no;17;49;no;0;retired;jul;-1
3291;no;married;3;tertiary;unknown;9207;cellular;no;445;no;18;48;no;0;technician;aug;-1
3292;no;single;2;tertiary;unknown;356;cellular;no;76;no;2;28;no;0;technician;mar;-1
3293;yes;divorced;1;primary;unknown;133;cellular;no;206;no;9;59;no;0;management;jul;-1
3294;yes;married;1;tertiary;unknown;1217;cellular;no;155;no;18;40;yes;0;management;nov;-1
3295;yes;divorced;1;secondary;failure;202;cellular;no;429;no;4;32;no;1;technician;feb;201
3296;no;married;1;secondary;unknown;590;unknown;no;133;no;5;58;yes;0;blue-collar;jun;-1
3298;yes;single;1;tertiary;other;808;cellular;no;578;no;15;27;no;1;technician;may;364
3299;yes;single;3;tertiary;failure;427;cellular;no;17;no;6;38;no;2;management;may;169
3300;yes;married;1;tertiary;unknown;431;unknown;no;74;no;11;53;no;0;technician;jun;-1
3302;yes;divorced;8;tertiary;unknown;0;cellular;no;275;no;19;33;yes;0;management;aug;-1
3303;yes;divorced;1;secondary;other;238;cellular;no;101;no;6;52;no;5;services;may;362
3306;no;married;1;secondary;unknown;693;unknown;no;271;no;12;52;no;0;admin.;jun;-1
3307;yes;single;3;secondary;unknown;0;unknown;no;133;no;15;28;no;0;student;may;-1
3308;yes;married;2;secondary;unknown;362;unknown;no;84;no;4;49;no;0;management;jun;-1
3309;yes;single;1;secondary;unknown;618;cellular;no;281;no;7;28;no;0;technician;may;-1
3310;yes;single;1;tertiary;unknown;2893;unknown;no;250;no;3;29;no;0;technician;jun;-1
3312;yes;divorced;1;secondary;unknown;1287;cellular;no;432;no;14;37;no;0;management;may;-1
3313;no;married;1;primary;unknown;179;unknown;no;411;no;9;36;no;0;services;jun;-1
3314;no;married;2;tertiary;failure;980;cellular;no;428;no;2;35;no;6;self-employed;aug;336
3316;no;married;3;secondary;unknown;3043;cellular;no;235;no;19;60;no;0;admin.;aug;-1
3318;no;married;1;secondary;unknown;745;telephone;no;595;no;9;69;no;0;retired;sep;-1
3319;no;married;4;secondary;unknown;1309;unknown;no;28;no;20;41;no;0;student;jun;-1
3320;yes;single;2;secondary;unknown;290;cellular;no;257;no;21;48;no;0;management;jul;-1
3322;yes;single;5;secondary;unknown;178;unknown;no;747;no;20;30;no;0;blue-collar;may;-1
3323;no;married;4;tertiary;unknown;0;cellular;no;87;no;27;59;no;0;management;aug;-1
3324;no;single;3;tertiary;unknown;537;unknown;no;187;no;29;32;no;0;management;may;-1
3325;yes;single;2;secondary;unknown;416;unknown;no;452;no;13;28;no;0;blue-collar;may;-1
3326;no;married;4;primary;unknown;1472;unknown;no;36;no;20;60;no;0;blue-collar;jun;-1
3327;yes;married;1;primary;unknown;3953;cellular;no;277;no;19;36;no;0;management;nov;-1
3328;yes;single;1;tertiary;unknown;112;cellular;no;118;no;5;32;no;0;management;may;-1
3329;yes;divorced;2;tertiary;unknown;13204;cellular;no;197;no;20;34;yes;0;management;nov;-1
3330;no;married;5;secondary;unknown;0;cellular;no;101;no;14;58;yes;0;blue-collar;apr;-1
3332;yes;married;6;tertiary;failure;22546;cellular;no;8;no;14;31;no;4;management;may;267
3334;no;divorced;1;primary;unknown;23;cellular;no;344;no;21;46;no;0;unemployed;nov;-1
3335;yes;married;8;secondary;failure;228;cellular;no;12;no;11;29;no;9;blue-collar;may;342
3336;yes;married;1;secondary;unknown;215;unknown;no;61;no;6;37;no;0;self-employed;jun;-1
3337;yes;married;6;primary;unknown;23;unknown;no;91;no;20;58;no;0;blue-collar;may;-1
3338;yes;married;3;secondary;unknown;293;unknown;no;162;no;21;34;no;0;management;may;-1
3339;no;divorced;1;secondary;unknown;0;unknown;no;339;no;21;34;yes;0;blue-collar;may;-1
3340;no;married;2;primary;unknown;199;unknown;no;113;no;13;49;no;0;entrepreneur;may;-1
3342;yes;married;1;secondary;unknown;8131;unknown;no;69;no;30;42;no;0;unemployed;may;-1
3343;yes;married;1;secondary;failure;-378;cellular;no;541;no;13;40;yes;6;services;may;295
3344;no;single;1;primary;unknown;395;cellular;no;429;no;21;30;no;0;blue-collar;nov;-1
3345;yes;divorced;2;secondary;unknown;10787;unknown;no;135;no;4;31;no;0;technician;jun;-1
3346;yes;married;1;secondary;failure;865;cellular;no;96;no;27;55;no;3;admin.;oct;111
3347;yes;married;2;tertiary;unknown;340;cellular;no;68;no;20;36;no;0;management;apr;-1
3348;no;single;2;secondary;unknown;1882;cellular;no;529;no;7;31;no;0;blue-collar;may;-1
3349;no;married;2;tertiary;unknown;265;cellular;no;650;no;30;26;no;0;management;jan;-1
3350;yes;married;1;secondary;failure;389;cellular;no;69;no;7;31;no;2;admin.;dec;185
3351;yes;married;7;secondary;unknown;0;cellular;no;71;no;29;49;yes;0;admin.;jul;-1
3352;yes;married;7;tertiary;unknown;384;cellular;no;30;no;12;54;no;0;management;may;-1
3353;yes;divorced;19;tertiary;unknown;94;cellular;no;9;no;31;47;no;0;management;jul;-1
3354;no;married;2;secondary;unknown;1471;cellular;no;331;no;12;61;no;0;management;aug;-1
3355;yes;married;1;primary;unknown;937;unknown;no;66;no;12;49;no;0;blue-collar;jun;-1
3356;yes;married;6;secondary;unknown;500;cellular;no;26;no;20;51;no;0;technician;nov;-1
3357;yes;married;3;primary;unknown;25;unknown;no;266;no;6;53;no;0;blue-collar;may;-1
3358;no;married;2;tertiary;unknown;365;cellular;no;168;no;21;35;no;0;management;nov;-1
3359;no;single;1;secondary;unknown;34;unknown;no;316;no;4;25;yes;0;unemployed;jul;-1
3361;yes;married;1;primary;unknown;6839;cellular;no;77;no;19;53;no;0;technician;nov;-1
3362;no;single;1;secondary;unknown;6;unknown;no;622;no;9;21;no;0;student;may;-1
3363;yes;married;2;secondary;unknown;467;unknown;no;494;no;21;33;no;0;blue-collar;may;-1
3364;no;divorced;1;secondary;unknown;1876;unknown;no;269;no;20;40;yes;0;self-employed;jun;-1
3365;yes;married;3;secondary;failure;1847;cellular;no;543;no;9;34;no;6;entrepreneur;apr;321
3366;no;married;6;primary;unknown;247;cellular;no;268;no;29;52;no;0;unknown;jul;-1
3368;no;divorced;4;secondary;failure;4664;cellular;no;22;no;21;57;no;1;services;nov;114
3369;yes;divorced;2;secondary;unknown;1291;unknown;no;51;no;3;51;no;0;self-employed;jun;-1
3370;no;single;1;tertiary;success;64;cellular;no;208;no;15;31;no;2;student;sep;105
3371;yes;married;3;tertiary;failure;-471;cellular;no;77;no;20;49;no;7;unemployed;nov;185
3372;yes;single;2;tertiary;unknown;1160;unknown;no;450;no;11;32;yes;0;management;jun;-1
3373;no;single;1;tertiary;unknown;14;cellular;no;201;no;1;28;no;0;admin.;jun;-1
3374;yes;married;3;secondary;other;26;cellular;no;342;no;17;33;no;1;blue-collar;apr;332
3375;no;married;2;unknown;unknown;452;cellular;no;181;no;20;50;no;0;blue-collar;aug;-1
3376;yes;single;1;secondary;unknown;382;cellular;no;294;no;13;42;no;0;blue-collar;may;-1
3377;no;married;1;unknown;failure;2033;cellular;no;123;no;30;45;no;4;admin.;nov;186
3378;yes;married;1;secondary;unknown;0;cellular;no;172;no;13;34;no;0;unemployed;may;-1
3379;yes;divorced;1;unknown;failure;789;cellular;no;1022;no;8;56;no;2;admin.;may;360
3380;yes;single;1;secondary;other;142;cellular;no;123;no;14;33;no;3;blue-collar;may;360
3381;yes;married;1;secondary;unknown;645;unknown;no;420;no;19;34;no;0;admin.;may;-1
3382;yes;married;2;unknown;failure;897;cellular;no;119;no;13;37;no;2;blue-collar;apr;280
3383;yes;married;1;secondary;unknown;103;cellular;no;153;no;12;37;no;0;blue-collar;may;-1
3384;yes;single;2;secondary;unknown;847;cellular;no;85;no;11;35;no;0;admin.;may;-1
3386;yes;married;1;secondary;unknown;517;unknown;no;528;no;5;32;no;0;blue-collar;may;-1
3387;yes;single;1;tertiary;unknown;1308;unknown;no;361;no;29;52;no;0;technician;may;-1
3388;yes;married;4;secondary;unknown;66;cellular;no;59;no;21;49;yes;0;services;nov;-1
3389;yes;divorced;7;secondary;unknown;361;unknown;no;86;no;19;46;no;0;management;may;-1
3390;yes;married;1;primary;unknown;66;cellular;no;139;yes;6;42;yes;0;entrepreneur;feb;-1
3391;yes;married;4;unknown;unknown;70;unknown;no;219;no;8;36;no;0;blue-collar;may;-1
13;no;single;1;secondary;unknown;502;cellular;yes;261;no;30;20;no;0;student;apr;-1
30;no;divorced;2;secondary;unknown;4189;telephone;yes;897;no;14;68;no;0;retired;jul;-1
33;yes;single;6;tertiary;unknown;2536;cellular;yes;958;no;26;32;no;0;management;aug;-1
34;no;married;3;tertiary;unknown;1235;cellular;yes;354;no;13;49;no;0;technician;aug;-1
36;no;divorced;1;primary;unknown;229;telephone;yes;97;no;22;78;no;0;retired;oct;-1
37;yes;married;1;secondary;unknown;2089;cellular;yes;132;no;14;32;no;0;blue-collar;nov;-1
38;yes;married;1;secondary;failure;3935;cellular;yes;765;no;6;33;no;2;management;may;342
49;yes;married;1;unknown;success;4629;cellular;yes;181;no;27;61;no;1;admin.;jan;92
50;no;divorced;3;primary;unknown;844;unknown;yes;1018;no;5;45;no;0;blue-collar;jun;-1
53;yes;married;1;tertiary;other;1539;cellular;yes;441;no;15;34;no;1;technician;jun;56
70;no;married;2;tertiary;success;0;cellular;yes;268;no;16;37;no;3;management;jul;182
80;yes;divorced;1;secondary;unknown;451;cellular;yes;652;no;16;27;no;0;admin.;jul;-1
83;no;married;2;secondary;failure;657;telephone;yes;398;no;7;52;no;2;services;jul;460
84;no;married;1;tertiary;unknown;1315;cellular;yes;224;no;30;37;no;0;management;jun;-1
92;yes;single;1;secondary;unknown;-195;cellular;yes;391;no;18;27;no;0;services;may;-1
99;no;single;1;primary;unknown;406;cellular;yes;736;no;4;31;no;0;unemployed;feb;-1
108;no;married;1;primary;unknown;3391;cellular;yes;243;no;21;56;no;0;unemployed;apr;-1
110;no;single;6;secondary;success;2488;cellular;yes;258;no;30;21;no;3;student;jun;169
114;no;single;4;secondary;unknown;331;telephone;yes;170;no;26;25;no;0;student;aug;-1
115;no;single;2;secondary;unknown;505;cellular;yes;386;no;17;25;yes;0;technician;nov;-1
125;no;single;3;tertiary;unknown;462;cellular;yes;1877;no;21;34;no;0;self-employed;aug;-1
129;no;divorced;1;tertiary;unknown;4659;cellular;yes;161;no;14;77;no;0;retired;apr;-1
138;yes;married;1;tertiary;unknown;-970;cellular;yes;489;no;4;52;no;0;management;feb;-1
156;no;married;3;secondary;success;602;cellular;yes;324;no;1;55;no;2;admin.;jun;90
164;no;single;2;tertiary;failure;80;cellular;yes;676;no;20;28;no;2;management;oct;146
189;yes;married;2;secondary;unknown;-1206;cellular;yes;382;no;15;56;no;0;retired;jun;-1
199;no;married;1;secondary;success;3771;telephone;yes;185;no;15;75;no;2;retired;apr;181
202;yes;single;2;tertiary;failure;2658;cellular;yes;768;no;19;35;no;3;technician;aug;141
204;no;single;1;tertiary;unknown;455;telephone;yes;403;no;21;29;no;0;blue-collar;apr;-1
215;yes;married;2;tertiary;unknown;372;cellular;yes;654;no;3;42;no;0;management;aug;-1
259;no;single;3;secondary;unknown;482;cellular;yes;1097;no;10;29;yes;0;blue-collar;jul;-1
271;yes;single;1;secondary;unknown;174;cellular;yes;487;no;18;24;yes;0;blue-collar;may;-1
289;no;married;3;tertiary;success;69;cellular;yes;120;no;4;34;yes;6;admin.;aug;1
290;yes;married;2;primary;unknown;4108;cellular;yes;526;no;7;50;no;0;blue-collar;aug;-1
295;yes;divorced;2;unknown;unknown;-701;cellular;yes;988;yes;30;49;no;0;entrepreneur;jul;-1
297;yes;divorced;1;primary;unknown;-311;unknown;yes;1030;no;23;45;no;0;blue-collar;may;-1
298;yes;married;24;secondary;unknown;593;cellular;yes;1484;no;24;38;yes;0;entrepreneur;jul;-1
299;yes;married;5;secondary;unknown;759;cellular;yes;317;no;9;32;no;0;blue-collar;apr;-1
306;yes;married;1;secondary;unknown;687;cellular;yes;772;no;17;49;no;0;entrepreneur;apr;-1
314;yes;single;3;tertiary;failure;760;cellular;yes;223;no;27;25;no;2;admin.;may;89
318;no;married;4;secondary;failure;2971;cellular;yes;429;no;4;35;no;2;entrepreneur;may;164
323;no;married;1;tertiary;success;1199;cellular;yes;178;no;4;38;no;1;management;aug;1
327;yes;single;2;tertiary;unknown;145;cellular;yes;799;no;18;35;no;0;entrepreneur;jul;-1
328;no;married;3;secondary;success;978;cellular;yes;1370;no;29;35;no;3;unemployed;dec;209
333;yes;married;6;primary;unknown;228;cellular;yes;1017;no;21;32;no;0;services;jul;-1
334;no;single;4;tertiary;unknown;424;cellular;yes;298;no;16;30;no;0;management;apr;-1
347;no;married;2;primary;success;2587;cellular;yes;328;no;4;55;no;2;management;sep;94
358;no;divorced;2;secondary;unknown;4099;cellular;yes;397;no;2;48;no;0;admin.;apr;-1
368;no;single;1;primary;unknown;11262;cellular;yes;323;no;26;60;no;0;technician;aug;-1
377;yes;married;3;tertiary;failure;393;cellular;yes;567;no;14;37;no;4;management;may;275
382;no;married;2;tertiary;unknown;9676;telephone;yes;234;no;27;59;no;0;retired;mar;-1
401;no;single;1;secondary;unknown;517;cellular;yes;681;no;8;28;yes;0;blue-collar;jul;-1
409;no;married;1;secondary;failure;0;cellular;yes;161;no;28;54;no;2;admin.;jan;98
412;yes;divorced;1;tertiary;failure;3810;cellular;yes;262;no;16;75;no;1;retired;nov;183
415;no;divorced;4;tertiary;unknown;755;cellular;yes;1212;no;31;49;no;0;management;jul;-1
443;yes;married;4;tertiary;unknown;1221;telephone;yes;279;no;25;30;no;0;management;jul;-1
450;yes;married;1;secondary;unknown;4508;cellular;yes;854;no;18;35;no;0;technician;nov;-1
456;no;single;1;tertiary;unknown;5462;cellular;yes;430;no;30;34;no;0;self-employed;apr;-1
464;yes;married;1;secondary;success;889;cellular;yes;185;no;10;32;no;5;blue-collar;sep;99
473;no;married;1;secondary;unknown;4608;cellular;yes;212;no;12;61;no;0;admin.;mar;-1
477;no;married;1;tertiary;success;7802;telephone;yes;421;no;4;77;no;2;retired;may;92
492;no;married;1;secondary;success;1796;telephone;yes;295;no;16;53;no;2;admin.;mar;91
493;no;married;6;secondary;unknown;22;cellular;yes;388;no;26;46;no;0;admin.;aug;-1
494;yes;single;4;secondary;unknown;244;cellular;yes;1735;no;12;44;no;0;technician;aug;-1
503;no;single;2;primary;unknown;103;cellular;yes;104;no;10;19;no;0;student;jul;-1
509;no;single;1;secondary;unknown;315;cellular;yes;1407;no;23;30;no;0;blue-collar;jun;-1
512;yes;married;1;secondary;failure;195;cellular;yes;220;no;18;52;no;5;technician;feb;63
517;yes;married;2;primary;unknown;1925;cellular;yes;904;no;20;36;no;0;blue-collar;apr;-1
540;no;single;2;secondary;success;3696;cellular;yes;250;no;12;47;no;4;admin.;jul;181
557;no;single;2;tertiary;unknown;1304;cellular;yes;501;no;6;43;no;0;management;aug;-1
558;no;married;1;secondary;unknown;720;cellular;yes;651;yes;24;41;yes;0;blue-collar;jul;-1
581;no;single;1;secondary;unknown;227;cellular;yes;278;no;30;28;no;0;technician;apr;-1
603;no;single;1;secondary;unknown;2881;cellular;yes;356;no;2;32;no;0;services;jul;-1
613;no;married;2;tertiary;unknown;231;cellular;yes;352;no;7;41;no;0;self-employed;aug;-1
619;no;married;3;tertiary;success;7050;cellular;yes;222;no;11;35;no;4;technician;aug;182
630;yes;single;8;tertiary;unknown;2;cellular;yes;1031;no;25;30;yes;0;management;jul;-1
634;no;divorced;1;tertiary;unknown;1382;unknown;yes;700;no;9;58;no;0;self-employed;jun;-1
639;yes;single;3;tertiary;unknown;703;unknown;yes;590;no;5;27;no;0;management;jun;-1
643;yes;married;2;tertiary;unknown;2763;unknown;yes;526;no;2;39;no;0;management;jun;-1
645;no;married;4;secondary;unknown;548;cellular;yes;1181;no;12;46;no;0;self-employed;aug;-1
661;yes;single;5;tertiary;unknown;0;cellular;yes;767;no;16;28;no;0;management;jul;-1
662;yes;single;2;tertiary;unknown;25;cellular;yes;232;no;1;38;no;0;technician;jun;-1
684;no;single;3;secondary;success;168;cellular;yes;347;no;1;28;no;2;services;jun;140
702;no;divorced;6;tertiary;unknown;874;cellular;yes;1282;no;12;32;no;0;management;aug;-1
704;no;married;1;unknown;unknown;1033;unknown;yes;1199;no;11;59;no;0;retired;jun;-1
705;yes;divorced;2;tertiary;unknown;1354;unknown;yes;736;no;23;35;no;0;self-employed;may;-1
732;no;married;1;tertiary;unknown;3463;cellular;yes;96;no;28;50;yes;0;management;oct;-1
737;no;married;1;secondary;unknown;480;cellular;yes;213;no;20;36;no;0;technician;oct;-1
741;no;single;1;secondary;unknown;1633;cellular;yes;275;no;5;28;no;0;management;jun;-1
743;no;married;4;primary;unknown;3334;cellular;yes;632;no;14;55;no;0;retired;aug;-1
756;yes;married;1;tertiary;unknown;1167;cellular;yes;264;no;1;48;yes;0;management;jun;-1
794;yes;single;1;secondary;unknown;908;unknown;yes;1663;no;20;29;no;0;blue-collar;jun;-1
809;yes;married;1;tertiary;unknown;703;cellular;yes;342;no;14;34;no;0;management;apr;-1
823;yes;married;1;tertiary;other;1429;cellular;yes;1015;no;19;43;no;2;management;nov;198
831;no;married;2;secondary;unknown;1996;unknown;yes;761;no;5;47;no;0;blue-collar;jun;-1
837;yes;single;3;secondary;other;7066;cellular;yes;667;no;15;39;no;3;services;may;357
849;no;divorced;1;primary;other;976;cellular;yes;345;no;28;55;no;3;housemaid;jun;94
855;no;divorced;2;tertiary;success;624;cellular;yes;336;no;17;46;no;2;management;sep;183
862;yes;single;1;secondary;unknown;1020;unknown;yes;882;no;19;41;no;0;admin.;may;-1
871;no;single;2;primary;unknown;26965;cellular;yes;654;no;21;31;no;0;housemaid;apr;-1
880;no;single;1;secondary;success;255;cellular;yes;457;no;30;26;no;1;admin.;apr;80
886;yes;married;2;primary;unknown;65;unknown;yes;1028;no;9;60;no;0;technician;may;-1
892;no;single;2;tertiary;failure;5291;cellular;yes;192;no;12;27;no;2;student;nov;92
905;no;single;2;secondary;unknown;198;cellular;yes;128;no;5;28;no;0;services;jul;-1
940;no;divorced;1;unknown;unknown;172;cellular;yes;177;no;15;34;no;0;blue-collar;jun;-1
941;yes;married;1;tertiary;success;0;cellular;yes;262;no;7;34;no;2;management;aug;99
944;no;married;1;secondary;unknown;1451;cellular;yes;314;no;1;40;no;0;blue-collar;jun;-1
945;no;married;3;secondary;unknown;1066;cellular;yes;109;no;11;41;no;0;technician;feb;-1
965;no;single;2;tertiary;unknown;3143;cellular;yes;421;no;29;33;no;0;management;jun;-1
970;yes;married;1;primary;failure;1013;cellular;yes;206;no;11;58;no;1;self-employed;aug;461
975;no;single;3;secondary;unknown;215;cellular;yes;350;no;3;34;no;0;blue-collar;mar;-1
980;yes;divorced;2;tertiary;unknown;388;unknown;yes;2087;no;8;43;no;0;management;may;-1
984;no;married;4;tertiary;success;2013;cellular;yes;222;no;19;59;no;2;self-employed;feb;94
991;yes;married;1;tertiary;unknown;3913;cellular;yes;124;no;27;37;no;0;admin.;apr;-1
1007;yes;single;4;secondary;unknown;410;unknown;yes;891;no;30;45;no;0;technician;may;-1
1017;yes;married;1;secondary;unknown;-454;cellular;yes;558;no;14;49;no;0;blue-collar;may;-1
1019;yes;married;2;secondary;unknown;665;cellular;yes;371;no;22;53;no;0;retired;apr;-1
